## RECSRecommendations Upload File,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
JFK-DMM-EN,Dammam,riyadhair:kingdom-of-saudi-arabia,Lost in Dammam's charm.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Dammam,59,/discover-riyadh/diriyah,5000,0,DMM,JFK,SAR,en,JFK-DMM,2025-07-12T01:22:44
LHR-DEL-EN,New Delhi,riyadhair:kingdom-of-saudi-arabia,Delhi is a city of dreams; where anything is possible.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/delhi,54,/discover-riyadh/diriyah,5000,0,DEL,LHR,SAR,en,LHR-DEL,2025-07-12T10:50:51
KHI-RUH-AR,الرياض,riyadhair:non-ksa,قلعة قديمة ترمز إلى توحيد المملكة العربية السعودية.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/riyadh,71,/discover-riyadh/diriyah,5000,0,RUH,KHI,SAR,ar,KHI-RUH,2025-07-16T07:25:32
RUH-BOM-AR,مومباي,riyadhair:kingdom-of-saudi-arabia,"مومباي. ""مدينة الأحلام""",https://riyadhairdev.scene7.com/is/image/aviationservicesdev/mumbai,52,/discover-riyadh/diriyah,5000,0,BOM,RUH,SAR,ar,RUH-BOM,2025-07-16T12:34:26
AMM-JED-AR,جدة,riyadhair:non-ksa,ترتاح الأنشطة الممتعة التي لا نهاية لها في جدة.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/jeddah,51,/discover-riyadh/diriyah,5000,0,JED,AMM,SAR,ar,AMM-JED,2025-07-12T08:44:25
CDG-RUH-AR,الرياض,riyadhair:kingdom-of-saudi-arabia,قلعة قديمة ترمز إلى توحيد المملكة العربية السعودية,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/riyadh,53,/discover-riyadh/diriyah,5000,0,RUH,CDG,SAR,ar,CDG-RUH,2025-07-12T05:50:59
RUH-CAI-AR,القاهرة,riyadhair:kingdom-of-saudi-arabia,تجربة نابضة بالحياة في قلب مصر,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/cairo?fmt=png-alpha,110,/discover-riyadh/diriyah,5000,0,CAI,RUH,SAR,ar,RUH-CAI,2025-07-12T10:40:48
RUH-DXB-AR,دبي,riyadhair:kingdom-of-saudi-arabia,الذهاب إلى دبي. لا تعود أبدا,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/dubai,50,/discover-riyadh/diriyah,5000,0,DXB,RUH,SAR,ar,RUH-DXB,2025-07-18T02:33:04
RUH-AMM-AR,عمان,riyadhair:non-ksa,"تنبع شهرة برشلونة من ثقافتها الغنية وتاريخها وعجائبها المعمارية.	",https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Ammam,73,/discover-riyadh/diriyah,5000,0,AMM,RUH,SAR,ar,RUH-AMM,2025-07-14T09:04:33
RUH-SIN-AR,سينغافورة,riyadhair:non-ksa,"أضواء المدينة ; مشاهد المدينة - ليالي سنغافورة.	",https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Singapore,57,/discover-riyadh/diriyah,5000,0,SIN,RUH,SAR,ar,RUH-SIN,2025-07-14T05:54:46
DMM-KUL-AR,كوالالمبور,riyadhair:kingdom-of-saudi-arabia,شروق الشمس في ماليزيا: يوم جديد في الجنة.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Malaysia,81,/discover-riyadh/diriyah,5000,0,KUL,DMM,SAR,ar,DMM-KUL,2025-07-12T09:59:05
RUH-JED-AR,جدة,riyadhair:kingdom-of-saudi-arabia,الأنشطة الممتعة التي لا نهاية لها في جدة,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/jeddah,50,/discover-riyadh/diriyah,5000,0,JED,RUH,SAR,ar,RUH-JED,2025-07-18T02:49:20
RUH-LHR-AR,لندن,riyadhair:kingdom-of-saudi-arabia,تجربة نابضة بالحياة في قلب لندن,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/london,68,/discover-riyadh/diriyah,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2025-07-12T03:03:36
RUH-DEL-AR,ديلهي,riyadhair:non-ksa,دلهي هي مدينة الأحلام حيث كل شيء ممكن.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/delhi,67,/discover-riyadh/diriyah,5000,0,DEL,RUH,SAR,ar,RUH-DEL,2025-07-14T02:30:24
CAI-RUH-AR,الرياض,riyadhair:non-ksa,قلعة قديمة ترمز إلى توحيد المملكة العربية السعودية.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/riyadh,107,/discover-riyadh/diriyah,5000,0,RUH,CAI,SAR,ar,CAI-RUH,2025-07-14T01:52:59
JFK-CDG-AR,باريس,riyadhair:kingdom-of-saudi-arabia,بونجور باريس,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/paris,74,/discover-riyadh/diriyah,5000,0,CDG,JFK,SAR,ar,JFK-CDG,2025-07-12T13:53:14
RUH-KUL-AR,كوالالمبور,riyadhair:non-ksa,شروق الشمس في ماليزيا - يوم جديد في الجنة.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Malaysia,82,/discover-riyadh/diriyah,5000,0,KUL,RUH,SAR,ar,RUH-KUL,2025-07-18T09:48:23
RUH-MNL-AR,مانيلا,riyadhair:non-ksa,الغابات الشاسعة والشواطئ الجميلة والحياة البرية الغريبة والبراكين المهيبة.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Philippines,67,/discover-riyadh/diriyah,5000,0,MNL,RUH,SAR,ar,RUH-MNL,2025-07-14T13:59:00
DEL-SIN-AR,سينغافورة,riyadhair:kingdom-of-saudi-arabia,أضواء المدينة. مشاهد المدينة - ليالي سنغافورة.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Singapore,63,/discover-riyadh/diriyah,5000,0,SIN,DEL,SAR,ar,DEL-SIN,2025-07-16T14:33:18
RUH-KHI-AR,كراتشي,riyadhair:non-ksa,مركز نابض بالحياة للثقافة والتاريخ والتجارة والتنوع.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Karachi,79,/discover-riyadh/diriyah,5000,0,KHI,RUH,SAR,ar,RUH-KHI,2025-07-18T10:05:58
CDG-JFK-AR,نيويورك,riyadhair:kingdom-of-saudi-arabia,نيويورك هي المكان الذي يأتي فيه المستقبل للاختبار,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/new-york,95,/discover-riyadh/diriyah,5000,0,JFK,CDG,SAR,ar,CDG-JFK,2025-07-14T05:53:15
RUH-CDG-AR,باريس,riyadhair:kingdom-of-saudi-arabia,بونجور باريس,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/paris,58,/discover-riyadh/diriyah,5000,0,CDG,RUH,SAR,ar,RUH-CDG,12-07-2025
RUH-JFK-AR,نيويورك,riyadhair:kingdom-of-saudi-arabia,نيويورك هي المكان الذي يأتي فيه المستقبل للاختبار,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/new-york,72,/discover-riyadh/diriyah,5000,0,JFK,RUH,SAR,ar,RUH-JFK,2025-07-18T06:13:37
JFK-DMM-AR,الدمام,riyadhair:kingdom-of-saudi-arabia,ضائع في سحر الدمام.,https://riyadhairdev.scene7.com/is/image/aviationservicesdev/Dammam,59,/discover-riyadh/diriyah,5000,0,DMM,JFK,SAR,ar,JFK-DMM,2025-07-12T00:32:56
LHR-DEL-AR,ديلهي,riyadhair:kingdom-of-saudi-arabia,"دلهي مدينة الأحلام ، حيث كل شيء ممكن.",https://riyadhairdev.scene7.com/is/image/aviationservicesdev/delhi,53,/discover-riyadh/diriyah,5000,0,DEL,LHR,SAR,ar,LHR-DEL,2025-07-14T06:13:13
