## RECSRecommendations Upload File,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
RUH-CAI-AR,القاهرة,riyadhair:kingdom-of-saudi-arabia,تجربة نابضة بالحياة في قلب مصر.,https://s7g10.scene7.com/is/image/aviationservicesstage/cairo?fmt=png-alpha,93,/discover-riyadh/diriyah,5000,0,CAI,RUH,SAR,ar,RUH-CAI,2025-04-29T07:56:31
RUH-DXB-AR,دبي,riyadhair:kingdom-of-saudi-arabia,المغادرة إلى دبي - لن تعود أبدا.,https://s7g10.scene7.com/is/image/aviationservicesstage/dubai,50,/discover-riyadh/diriyah,5000,0,DXB,RUH,SAR,ar,RUH-DXB,2025-04-29T06:08:46
DMM-KUL-AR,كوالالمبور,riyadhair:kingdom-of-saudi-arabia,شروق الشمس في ماليزيا - يوم جديد في الجنة.,https://s7g10.scene7.com/is/image/aviationservicesstage/Malaysia,56,/discover-riyadh/diriyah,5000,0,KUL,DMM,SAR,ar,DMM-KUL,2025-04-29T11:21:29
RUH-JED-AR,جدة,riyadhair:kingdom-of-saudi-arabia,ترتاح الأنشطة الممتعة التي لا نهاية لها في جدة.,https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,94,/discover-riyadh/diriyah,5000,0,JED,RUH,SAR,ar,RUH-JED,2025-04-27T07:10:46
RUH-LHR-AR,لندن,riyadhair:kingdom-of-saudi-arabia,تجربة نابضة بالحياة في قلب لندن.,https://s7g10.scene7.com/is/image/aviationservicesstage/frankfrut-1,121,/discover-riyadh/diriyah,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2025-05-01T01:11:16
JFK-CDG-AR,باريس,riyadhair:kingdom-of-saudi-arabia,"صباح الخير ، باريس!",https://s7g10.scene7.com/is/image/aviationservicesstage/paris-1,54,/discover-riyadh/diriyah,5000,0,CDG,JFK,SAR,ar,JFK-CDG,2025-05-01T01:06:53
DEL-SIN-AR,سينغافورة,riyadhair:kingdom-of-saudi-arabia,"أضواء المدينة ، مشاهد المدينة - ليالي سنغافورة.",https://s7g10.scene7.com/is/image/aviationservicesstage/Singapore-1,58,/discover-riyadh/diriyah,5000,0,SIN,DEL,SAR,ar,DEL-SIN,2025-04-29T11:51:54
CDG-JFK-AR,نيويورك,riyadhair:kingdom-of-saudi-arabia,نيويورك - حيث يأتي المستقبل إلى الاختبار.,https://s7g10.scene7.com/is/image/aviationservicesstage/new-york,76,/discover-riyadh/diriyah,5000,0,JFK,CDG,SAR,ar,CDG-JFK,2025-04-27T11:07:23
RUH-CDG-AR,باريس,riyadhair:kingdom-of-saudi-arabia,"صباح الخير ، باريس!",https://s7g10.scene7.com/is/image/aviationservicesstage/paris-1,82,/discover-riyadh/diriyah,5000,0,CDG,RUH,SAR,ar,RUH-CDG,2025-04-27T00:15:08
RUH-JFK-AR,نيويورك,riyadhair:kingdom-of-saudi-arabia,نيويورك - حيث يأتي المستقبل إلى الاختبار.,https://s7g10.scene7.com/is/image/aviationservicesstage/uae-1,70,/discover-riyadh/diriyah,5000,0,JFK,RUH,SAR,ar,RUH-JFK,2025-05-01T11:06:03
JFK-DMM-AR,الدمام,riyadhair:kingdom-of-saudi-arabia,ضائع في سحر الدمام.,https://s7g10.scene7.com/is/image/aviationservicesstage/Dammam,54,/discover-riyadh/diriyah,5000,0,DMM,JFK,SAR,ar,JFK-DMM,2025-04-27T05:05:38
LHR-DEL-AR,ديلهي,riyadhair:kingdom-of-saudi-arabia,دلهي - مدينة الأحلام حيث كل شيء ممكن.,https://s7g10.scene7.com/is/image/aviationservicesstage/uae-1,61,/discover-riyadh/diriyah,5000,0,DEL,LHR,SAR,ar,LHR-DEL,2025-04-29T00:21:11
RUH-DEL-EN,Delhi,riyadhair:non-ksa,Delhi is a city of dreams where anything is possible.,https://s7g10.scene7.com/is/image/aviationservicesstage/uae-1,55,/discover-riyadh/diriyah,5000,0,DEL,RUH,SAR,en,RUH-DEL,
KHI-RUH-EN,Riyadh,riyadhair:non-ksa,An ancient fortress that symbolizes Saudi Arabia's unification.,https://s7g10.scene7.com/is/image/aviationservicesstage/frankfrut-1,71,/discover-riyadh/diriyah,5000,0,RUH,KHI,SAR,en,KHI-RUH,
KHI-BCN-EN,Barcelona,riyadhair:non-ksa,"Barcelona's fame stems from its rich culture, history, and architectural marvels.",https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,92,/discover-riyadh/diriyah,5000,0,BCN,KHI,SAR,en,KHI-BCN,
RUH-AMM-EN,Amman,riyadhair:non-ksa,Lost in the wonders of Amman.,https://s7g10.scene7.com/is/image/aviationservicesstage/frankfrut-1,59,/discover-riyadh/diriyah,5000,0,AMM,RUH,SAR,en,RUH-AMM,
CAI-RUH-EN,Riyadh,riyadhair:non-ksa,An ancient fortress that symbolizes Saudi Arabia's unification.,https://s7g10.scene7.com/is/image/aviationservicesstage/paris-1,76,/discover-riyadh/diriyah,5000,0,RUH,CAI,SAR,en,CAI-RUH,
RUH-KHI-EN,Karachi,riyadhair:non-ksa,"A vibrant hub of culture, history, commerce, and diversity.",https://s7g10.scene7.com/is/image/aviationservicesstage/Singapore-1,122,/discover-riyadh/diriyah,5000,0,KHI,RUH,SAR,en,RUH-KHI,
RUH-SIN-EN,Singapore,riyadhair:non-ksa,"City lights, city sights – Singapore nights.",https://s7g10.scene7.com/is/image/aviationservicesstage/new-york,63,/discover-riyadh/diriyah,5000,0,SIN,RUH,SAR,en,RUH-SIN,
RUH-MNL-EN,Philippines,riyadhair:non-ksa,"Extensive forests, beautiful beaches, exotic wildlife, and majestic volcanoes.",https://s7g10.scene7.com/is/image/aviationservicesstage/paris-1,55,/discover-riyadh/diriyah,5000,0,MNL,RUH,SAR,en,RUH-MNL,
RUH-NUM-EN,Saudi Arabia,riyadhair:non-ksa,The holiest cities of Mecca and Medina.,https://s7g10.scene7.com/is/image/aviationservicesstage/uae-1,68,/discover-riyadh/diriyah,5000,0,NUM,RUH,SAR,en,RUH-NUM,
RUH-KUL-EN,Kuala Lumpur,riyadhair:non-ksa,Malaysia’s sunrise – a new day in paradise.,https://s7g10.scene7.com/is/image/aviationservicesstage/Malaysia,99,/discover-riyadh/diriyah,5000,0,KUL,RUH,SAR,en,RUH-KUL,
RUH-CGK-EN,Indonesia,riyadhair:non-ksa,The holiest cities of Mecca and Medina.,https://s7g10.scene7.com/is/image/aviationservicesstage/Malaysia,57,/discover-riyadh/diriyah,5000,0,CGK,RUH,SAR,en,RUH-CGK,
AMS-DXB-EN,Dubai,riyadhair:non-ksa,"Going to Dubai, be back never.",https://s7g10.scene7.com/is/image/aviationservicesstage/dubai,71,/discover-riyadh/diriyah,5000,0,DXB,AMS,SAR,en,AMS-DXB,
AMS-JED-EN,Jeddah,riyadhair:non-ksa,Fun and endless activities await at Jeddah.,https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,85,/discover-riyadh/diriyah,5000,0,JED,AMS,SAR,en,AMS-JED,
AMM-JED-EN,Jeddah,riyadhair:non-ksa,Fun and endless activities await at Jeddah.,https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,72,/discover-riyadh/diriyah,5000,0,JED,AMM,SAR,en,AMM-JED,
RUH-DEL-AR,دلهي,riyadhair:non-ksa,دلهي هي مدينة الأحلام حيث كل شيء ممكن.,https://s7g10.scene7.com/is/image/aviationservicesstage/uae-1,51,/discover-riyadh/diriyah,5000,0,DEL,RUH,SAR,ar,RUH-DEL,
KHI-RUH-AR,الرياض,riyadhair:non-ksa,قلعة قديمة ترمز إلى توحيد المملكة العربية السعودية.,https://s7g10.scene7.com/is/image/aviationservicesstage/frankfrut-1,51,/discover-riyadh/diriyah,5000,0,RUH,KHI,SAR,ar,KHI-RUH,
KHI-BCN-AR,برشلونة,riyadhair:non-ksa,تنبع شهرة برشلونة من ثقافتها الغنية وتاريخها وعجائبها المعمارية.,https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,93,/discover-riyadh/diriyah,5000,0,BCN,KHI,SAR,ar,KHI-BCN,
RUH-AMM-AR,عمان,riyadhair:non-ksa,تنبع شهرة برشلونة من ثقافتها الغنية وتاريخها وعجائبها المعمارية.,https://s7g10.scene7.com/is/image/aviationservicesstage/frankfrut-1,50,/discover-riyadh/diriyah,5000,0,AMM,RUH,SAR,ar,RUH-AMM,
CAI-RUH-AR,الرياض,riyadhair:non-ksa,قلعة قديمة ترمز إلى توحيد المملكة العربية السعودية.,https://s7g10.scene7.com/is/image/aviationservicesstage/paris-1,56,/discover-riyadh/diriyah,5000,0,RUH,CAI,SAR,ar,CAI-RUH,
RUH-KHI-AR,كراتشي,riyadhair:non-ksa,مركز نابض بالحياة للثقافة والتاريخ والتجارة والتنوع.,https://s7g10.scene7.com/is/image/aviationservicesstage/Singapore-1,94,/discover-riyadh/diriyah,5000,0,KHI,RUH,SAR,ar,RUH-KHI,
RUH-SIN-AR,سنغافورة,riyadhair:non-ksa,"أضواء المدينة ، مشاهد المدينة - ليالي سنغافورة.",https://s7g10.scene7.com/is/image/aviationservicesstage/new-york,121,/discover-riyadh/diriyah,5000,0,SIN,RUH,SAR,ar,RUH-SIN,
RUH-MNL-AR,الفلبين,riyadhair:non-ksa,الغابات الشاسعة والشواطئ الجميلة والحياة البرية الغريبة والبراكين المهيبة.,https://s7g10.scene7.com/is/image/aviationservicesstage/paris-1,54,/discover-riyadh/diriyah,5000,0,MNL,RUH,SAR,ar,RUH-MNL,
RUH-NUM-AR,المملكة العربية السعودية,riyadhair:non-ksa,أقدس مدن مكة المكرمة والمدينة المنورة.,https://s7g10.scene7.com/is/image/aviationservicesstage/uae-1,58,/discover-riyadh/diriyah,5000,0,NUM,RUH,SAR,ar,RUH-NUM,
RUH-KUL-AR,كوالالمبور,riyadhair:non-ksa,شروق الشمس في ماليزيا - يوم جديد في الجنة.,https://s7g10.scene7.com/is/image/aviationservicesstage/Malaysia,76,/discover-riyadh/diriyah,5000,0,KUL,RUH,SAR,ar,RUH-KUL,
RUH-CGK-AR,إندونيسيا,riyadhair:non-ksa,أقدس مدن مكة المكرمة والمدينة المنورة.,https://s7g10.scene7.com/is/image/aviationservicesstage/Malaysia,82,/discover-riyadh/diriyah,5000,0,CGK,RUH,SAR,ar,RUH-CGK,
AMS-DXB-AR,دبي,riyadhair:non-ksa,"الذهاب إلى دبي ، لا أعود أبدا.",https://s7g10.scene7.com/is/image/aviationservicesstage/dubai,70,/discover-riyadh/diriyah,5000,0,DXB,AMS,SAR,ar,AMS-DXB,
AMS-JED-AR,جدة,riyadhair:non-ksa,ترتاح الأنشطة الممتعة التي لا نهاية لها في جدة.,https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,54,/discover-riyadh/diriyah,5000,0,JED,AMM,SAR,ar,AMS-JED,
AMM-JED-AR,جدة,riyadhair:non-ksa,ترتاح الأنشطة الممتعة التي لا نهاية لها في جدة.,https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,61,/discover-riyadh/diriyah,5000,0,JED,AMM,SAR,ar,AMM-JED,
